order_id,order_date,nsn,item_description,quantity,unit_price,total_price,supplier_id,supplier_name,shipping_code,priority_code,destination,contract_id,days_to_deliver,order_status
DLA-ORD-100145,2023-02-23,4710-01-333-9090,Hydraulic Tube Assembly,778,164.07,127646.46,SUP-004,Patriot Supply Co,SC-EXPEDITE,05,CONUS-Depot,CON-3371,14,Delivered
DLA-ORD-100146,2023-10-05,4820-00-111-2222,Legacy Valve,28,417.68,11695.04,SUP-008,Atlas Defense Supply,SC-AIR,04,CONUS-Depot,CON-3004,16,In Transit
DLA-ORD-100147,2024-08-17,4710-01-333-9090,Hydraulic Tube Assembly,332,187.43,62226.76,SUP-002,Mock Vendor Y,SC-GROUND,05,Medical-Depot,CON-3371,19,Delivered
DLA-ORD-100148,2023-02-23,6515-01-700-2201,Field Medical Kit,394,44.97,17718.18,SUP-004,Patriot Supply Co,SC-SEA,04,Port-Hub,CON-9510,18,Delivered
DLA-ORD-100149,2025-09-07,5320-00-987-6543,Rivet Assembly,563,0.92,517.96,SUP-001,Mock Vendor X,SC-AIR,04,FOB-East,CON-8892,17,Delivered
DLA-ORD-100150,2024-01-08,5340-01-880-0091,Vehicle Mounting Bracket,811,64.39,52220.29,SUP-009,Keystone Tactical Goods,SC-GROUND,05,CONUS-Depot,CON-6102,23,In Transit
DLA-ORD-100151,2024-10-22,5340-01-880-0091,Vehicle Mounting Bracket,751,55.27,41507.77,SUP-001,Mock Vendor X,SC-AIR,03,FOB-West,CON-6102,13,Delivered
DLA-ORD-100152,2023-07-11,5340-01-880-0091,Vehicle Mounting Bracket,539,58.62,31596.18,SUP-005,Liberty Industrial,SC-GROUND,04,FOB-East,CON-6102,7,Delivered
DLA-ORD-100153,2023-02-28,4820-00-111-2222,Legacy Valve,3,435.39,1306.17,SUP-010,Mock Vendor A,SC-AIR,04,Medical-Depot,CON-3004,18,Delivered
DLA-ORD-100154,2024-09-10,9150-01-123-4567,Turbine Oil,519,18.56,9632.64,SUP-009,Keystone Tactical Goods,SC-AIR,03,OCONUS-Base,CON-7781,29,Delivered
DLA-ORD-100155,2025-08-09,9150-01-123-4567,Turbine Oil,233,19.92,4641.36,SUP-001,Mock Vendor X,SC-AIR,05,FOB-West,CON-7781,11,Delayed
DLA-ORD-100156,2024-10-15,8415-01-555-1020,Cold Weather Glove Liner,272,8.16,2219.52,SUP-009,Keystone Tactical Goods,SC-GROUND,02,CONUS-Depot,CON-6401,16,Delivered
DLA-ORD-100157,2023-11-24,5998-01-444-1122,Control Circuit Card,858,875.72,751367.76,SUP-007,Blue Ridge Components,SC-AIR,03,Aviation-Depot,CON-1129,27,Delivered
DLA-ORD-100158,2025-11-01,1560-00-221-8740,Aircraft Fastener Set,493,17.27,8514.11,SUP-002,Mock Vendor Y,SC-EXPEDITE,03,CONUS-Depot,CON-4420,29,Delivered
DLA-ORD-100159,2023-01-17,4820-00-111-2222,Legacy Valve,28,429.41,12023.48,SUP-008,Atlas Defense Supply,SC-AIR,03,FOB-West,CON-3004,13,Delivered
DLA-ORD-100160,2023-05-31,4820-00-111-2222,Legacy Valve,13,477.54,6208.02,SUP-006,Eagle Federal Logistics,SC-GROUND,03,Port-Hub,CON-3004,24,Delivered
DLA-ORD-100161,2025-02-03,5320-00-987-6543,Rivet Assembly,838,1.06,888.28,SUP-001,Mock Vendor X,SC-AIR,03,FOB-East,CON-8892,13,Delivered
DLA-ORD-100162,2025-08-28,9150-01-123-4567,Turbine Oil,556,20.25,11259.0,SUP-001,Mock Vendor X,SC-GROUND,03,FOB-West,CON-7781,16,Delayed
DLA-ORD-100163,2024-09-04,4710-01-333-9090,Hydraulic Tube Assembly,632,168.86,106719.52,SUP-001,Mock Vendor X,SC-EXPEDITE,03,Medical-Depot,CON-3371,7,Delivered
DLA-ORD-100164,2023-02-24,4710-01-333-9090,Hydraulic Tube Assembly,636,174.05,110695.8,SUP-007,Blue Ridge Components,SC-GROUND,04,Aviation-Depot,CON-3371,18,Delivered
DLA-ORD-100165,2025-12-09,6515-01-700-2201,Field Medical Kit,669,49.86,33356.34,SUP-010,Mock Vendor A,SC-GROUND,03,Aviation-Depot,CON-9510,16,Delayed
DLA-ORD-100166,2023-11-07,5320-00-987-6543,Rivet Assembly,447,0.9,402.3,SUP-008,Atlas Defense Supply,SC-AIR,04,OCONUS-Base,CON-8892,12,In Transit
DLA-ORD-100167,2024-10-27,9150-01-123-4567,Turbine Oil,703,19.61,13785.83,SUP-009,Keystone Tactical Goods,SC-AIR,05,OCONUS-Base,CON-7781,27,Delivered
DLA-ORD-100168,2024-07-25,1560-00-221-8740,Aircraft Fastener Set,596,14.7,8761.2,SUP-004,Patriot Supply Co,SC-EXPEDITE,05,Aviation-Depot,CON-4420,13,Delivered
DLA-ORD-100169,2024-12-15,6515-01-700-2201,Field Medical Kit,598,50.06,29935.88,SUP-008,Atlas Defense Supply,SC-AIR,03,CONUS-Depot,CON-9510,8,Delayed
DLA-ORD-100170,2024-08-12,5998-01-444-1122,Control Circuit Card,756,854.82,646243.92,SUP-003,Mock Vendor Z,SC-AIR,04,Medical-Depot,CON-1129,22,Delivered
DLA-ORD-100171,2024-07-10,6515-01-700-2201,Field Medical Kit,165,41.99,6928.35,SUP-005,Liberty Industrial,SC-EXPEDITE,02,CONUS-Depot,CON-9510,7,Delivered
DLA-ORD-100172,2025-08-25,9150-01-123-4567,Turbine Oil,127,21.16,2687.32,SUP-001,Mock Vendor X,SC-AIR,05,FOB-East,CON-7781,7,Delivered
DLA-ORD-100173,2024-08-11,2990-00-832-1190,Fuel Pump Module,353,331.65,117072.45,SUP-004,Patriot Supply Co,SC-SEA,04,Medical-Depot,CON-2375,10,Delivered
DLA-ORD-100174,2023-12-27,9150-01-123-4567,Turbine Oil,62,21.57,1337.34,SUP-003,Mock Vendor Z,SC-AIR,03,Medical-Depot,CON-7781,22,Delayed
DLA-ORD-100175,2023-08-08,1560-00-221-8740,Aircraft Fastener Set,368,13.95,5133.6,SUP-001,Mock Vendor X,SC-AIR,04,OCONUS-Base,CON-4420,13,Delivered
DLA-ORD-100176,2025-07-28,1560-00-221-8740,Aircraft Fastener Set,688,15.17,10436.96,SUP-002,Mock Vendor Y,SC-GROUND,04,Aviation-Depot,CON-4420,16,Delivered
DLA-ORD-100177,2025-04-10,6515-01-700-2201,Field Medical Kit,871,48.4,42156.4,SUP-001,Mock Vendor X,SC-SEA,03,CONUS-Depot,CON-9510,12,Delivered
DLA-ORD-100178,2025-07-03,6515-01-700-2201,Field Medical Kit,796,45.44,36170.24,SUP-001,Mock Vendor X,SC-AIR,04,Port-Hub,CON-9510,14,Delivered
DLA-ORD-100179,2025-08-11,4710-01-333-9090,Hydraulic Tube Assembly,339,171.02,57975.78,SUP-001,Mock Vendor X,SC-GROUND,05,Medical-Depot,CON-3371,12,Delivered
DLA-ORD-100180,2023-10-01,1560-00-221-8740,Aircraft Fastener Set,514,13.44,6908.16,SUP-004,Patriot Supply Co,SC-AIR,04,OCONUS-Base,CON-4420,8,Delivered
DLA-ORD-100181,2023-06-17,2990-00-832-1190,Fuel Pump Module,563,338.1,190350.3,SUP-004,Patriot Supply Co,SC-SEA,01,Port-Hub,CON-2375,20,Delayed
DLA-ORD-100182,2025-12-01,6515-01-700-2201,Field Medical Kit,477,43.93,20954.61,SUP-003,Mock Vendor Z,SC-AIR,04,CONUS-Depot,CON-9510,29,Delayed
DLA-ORD-100183,2025-04-30,2990-00-832-1190,Fuel Pump Module,492,383.88,188868.96,SUP-008,Atlas Defense Supply,SC-AIR,04,FOB-West,CON-2375,12,In Transit
DLA-ORD-100184,2023-05-11,6515-01-700-2201,Field Medical Kit,579,49.22,28498.38,SUP-001,Mock Vendor X,SC-AIR,01,OCONUS-Base,CON-9510,8,Delivered
DLA-ORD-100185,2025-05-10,5998-01-444-1122,Control Circuit Card,408,1116.54,455548.32,SUP-001,Mock Vendor X,SC-AIR,05,OCONUS-Base,CON-1129,7,Delivered
DLA-ORD-100186,2023-08-31,5340-01-880-0091,Vehicle Mounting Bracket,207,61.17,12662.19,SUP-001,Mock Vendor X,SC-SEA,02,FOB-East,CON-6102,16,In Transit
DLA-ORD-100187,2026-01-20,9150-01-123-4567,Turbine Oil,459,21.89,10047.51,SUP-008,Atlas Defense Supply,SC-SEA,02,FOB-West,CON-7781,14,In Transit
DLA-ORD-100188,2023-02-02,5320-00-987-6543,Rivet Assembly,271,0.84,227.64,SUP-001,Mock Vendor X,SC-GROUND,01,Port-Hub,CON-8892,14,Delivered
DLA-ORD-100189,2024-04-24,9150-01-123-4567,Turbine Oil,577,19.57,11291.89,SUP-001,Mock Vendor X,SC-AIR,01,Port-Hub,CON-7781,14,Delayed
DLA-ORD-100190,2024-10-18,4820-00-111-2222,Legacy Valve,8,458.7,3669.6,SUP-010,Mock Vendor A,SC-SEA,04,FOB-East,CON-3004,16,Delivered
DLA-ORD-100191,2023-12-25,1560-00-221-8740,Aircraft Fastener Set,666,15.64,10416.24,SUP-001,Mock Vendor X,SC-EXPEDITE,01,FOB-West,CON-4420,17,In Transit
DLA-ORD-100192,2025-02-09,4710-01-333-9090,Hydraulic Tube Assembly,213,198.39,42257.07,SUP-007,Blue Ridge Components,SC-AIR,05,FOB-West,CON-3371,17,In Transit
DLA-ORD-100193,2025-05-03,8415-01-555-1020,Cold Weather Glove Liner,595,9.09,5408.55,SUP-001,Mock Vendor X,SC-GROUND,02,FOB-West,CON-6401,6,In Transit
DLA-ORD-100194,2025-02-11,5320-00-987-6543,Rivet Assembly,714,1.26,899.64,SUP-004,Patriot Supply Co,SC-AIR,04,Port-Hub,CON-8892,7,Delivered
DLA-ORD-100195,2024-11-12,5340-01-880-0091,Vehicle Mounting Bracket,335,98.47,32987.45,SUP-004,Patriot Supply Co,SC-SEA,05,CONUS-Depot,CON-6102,14,Delayed
DLA-ORD-100196,2026-02-04,4820-00-111-2222,Legacy Valve,11,563.69,6200.59,SUP-007,Blue Ridge Components,SC-EXPEDITE,03,FOB-West,CON-3004,13,Delivered
DLA-ORD-100197,2025-08-19,4710-01-333-9090,Hydraulic Tube Assembly,804,194.83,156643.32,SUP-008,Atlas Defense Supply,SC-GROUND,03,OCONUS-Base,CON-3371,20,Delivered
DLA-ORD-100198,2025-05-05,9150-01-123-4567,Turbine Oil,327,20.09,6569.43,SUP-010,Mock Vendor A,SC-GROUND,03,Aviation-Depot,CON-7781,19,Delivered
DLA-ORD-100199,2025-09-27,5340-01-880-0091,Vehicle Mounting Bracket,765,62.18,47567.7,SUP-006,Eagle Federal Logistics,SC-AIR,02,Aviation-Depot,CON-6102,26,Delivered
DLA-ORD-100200,2023-05-01,8415-01-555-1020,Cold Weather Glove Liner,561,7.54,4229.94,SUP-009,Keystone Tactical Goods,SC-EXPEDITE,05,Medical-Depot,CON-6401,25,Delivered
DLA-ORD-100201,2023-11-06,9150-01-123-4567,Turbine Oil,34,17.91,608.94,SUP-004,Patriot Supply Co,SC-AIR,01,Medical-Depot,CON-7781,12,Delivered
DLA-ORD-100202,2025-04-22,2990-00-832-1190,Fuel Pump Module,37,343.65,12715.05,SUP-001,Mock Vendor X,SC-AIR,03,FOB-West,CON-2375,7,Delivered
DLA-ORD-100203,2023-07-17,5998-01-444-1122,Control Circuit Card,561,842.26,472507.86,SUP-003,Mock Vendor Z,SC-AIR,03,Aviation-Depot,CON-1129,20,Delivered
DLA-ORD-100204,2024-04-07,5998-01-444-1122,Control Circuit Card,332,1016.21,337381.72,SUP-004,Patriot Supply Co,SC-EXPEDITE,04,Aviation-Depot,CON-1129,20,Delivered
DLA-ORD-100205,2026-02-05,9150-01-123-4567,Turbine Oil,512,26.15,13388.8,SUP-001,Mock Vendor X,SC-AIR,03,OCONUS-Base,CON-7781,9,Delayed
DLA-ORD-100206,2026-03-06,5320-00-987-6543,Rivet Assembly,511,0.98,500.78,SUP-001,Mock Vendor X,SC-AIR,04,FOB-West,CON-8892,9,Delayed
DLA-ORD-100207,2024-10-06,4820-00-111-2222,Legacy Valve,1,518.79,518.79,SUP-003,Mock Vendor Z,SC-EXPEDITE,04,Medical-Depot,CON-3004,28,Delivered
DLA-ORD-100208,2026-01-12,4820-00-111-2222,Legacy Valve,11,513.95,5653.45,SUP-007,Blue Ridge Components,SC-GROUND,04,Medical-Depot,CON-3004,11,Delivered
DLA-ORD-100209,2025-06-14,5340-01-880-0091,Vehicle Mounting Bracket,262,67.22,17611.64,SUP-006,Eagle Federal Logistics,SC-AIR,04,Port-Hub,CON-6102,22,Delivered
DLA-ORD-100210,2024-12-29,1560-00-221-8740,Aircraft Fastener Set,591,17.2,10165.2,SUP-008,Atlas Defense Supply,SC-GROUND,04,Medical-Depot,CON-4420,17,Delivered
DLA-ORD-100211,2023-06-18,4820-00-111-2222,Legacy Valve,9,440.77,3966.93,SUP-004,Patriot Supply Co,SC-SEA,04,Medical-Depot,CON-3004,12,Delivered
DLA-ORD-100212,2023-06-28,1560-00-221-8740,Aircraft Fastener Set,216,14.69,3173.04,SUP-005,Liberty Industrial,SC-AIR,03,CONUS-Depot,CON-4420,12,Delivered
DLA-ORD-100213,2024-10-26,4710-01-333-9090,Hydraulic Tube Assembly,419,158.74,66512.06,SUP-010,Mock Vendor A,SC-GROUND,04,Medical-Depot,CON-3371,24,Delayed
DLA-ORD-100214,2024-07-04,4820-00-111-2222,Legacy Valve,10,466.74,4667.4,SUP-007,Blue Ridge Components,SC-AIR,02,FOB-West,CON-3004,14,Delivered
DLA-ORD-100215,2024-05-20,2990-00-832-1190,Fuel Pump Module,763,370.23,282485.49,SUP-006,Eagle Federal Logistics,SC-AIR,02,CONUS-Depot,CON-2375,28,Delivered
DLA-ORD-100216,2025-05-31,4820-00-111-2222,Legacy Valve,27,552.31,14912.37,SUP-006,Eagle Federal Logistics,SC-AIR,04,FOB-West,CON-3004,28,Delivered
DLA-ORD-100217,2024-10-15,6515-01-700-2201,Field Medical Kit,323,46.55,15035.65,SUP-003,Mock Vendor Z,SC-EXPEDITE,05,Aviation-Depot,CON-9510,25,In Transit
DLA-ORD-100218,2026-01-22,5998-01-444-1122,Control Circuit Card,209,1067.14,223032.26,SUP-010,Mock Vendor A,SC-AIR,05,OCONUS-Base,CON-1129,20,Delayed
DLA-ORD-100219,2023-05-22,6515-01-700-2201,Field Medical Kit,863,47.75,41208.25,SUP-005,Liberty Industrial,SC-SEA,04,FOB-East,CON-9510,8,Delivered
DLA-ORD-100220,2025-09-08,5998-01-444-1122,Control Circuit Card,621,944.72,586671.12,SUP-002,Mock Vendor Y,SC-GROUND,05,Medical-Depot,CON-1129,15,Delivered
DLA-ORD-100221,2026-01-04,9150-01-123-4567,Turbine Oil,633,22.07,13970.31,SUP-006,Eagle Federal Logistics,SC-SEA,04,Medical-Depot,CON-7781,26,Delivered
DLA-ORD-100222,2024-11-10,4820-00-111-2222,Legacy Valve,26,631.63,16422.38,SUP-007,Blue Ridge Components,SC-EXPEDITE,03,Port-Hub,CON-3004,17,Delivered
DLA-ORD-100223,2025-10-21,4820-00-111-2222,Legacy Valve,5,618.12,3090.6,SUP-006,Eagle Federal Logistics,SC-AIR,03,CONUS-Depot,CON-3004,35,Delivered
DLA-ORD-100224,2024-12-14,1560-00-221-8740,Aircraft Fastener Set,512,14.41,7377.92,SUP-004,Patriot Supply Co,SC-GROUND,03,CONUS-Depot,CON-4420,21,Delivered
DLA-ORD-100225,2023-08-12,5320-00-987-6543,Rivet Assembly,718,0.92,660.56,SUP-001,Mock Vendor X,SC-AIR,04,Port-Hub,CON-8892,13,Delivered
DLA-ORD-100226,2024-01-17,2990-00-832-1190,Fuel Pump Module,680,361.91,246098.8,SUP-007,Blue Ridge Components,SC-GROUND,04,FOB-East,CON-2375,22,Delivered
DLA-ORD-100227,2023-05-09,5998-01-444-1122,Control Circuit Card,616,862.41,531244.56,SUP-004,Patriot Supply Co,SC-AIR,02,FOB-West,CON-1129,15,Delivered
DLA-ORD-100228,2025-03-14,2990-00-832-1190,Fuel Pump Module,626,349.57,218830.82,SUP-006,Eagle Federal Logistics,SC-GROUND,03,FOB-East,CON-2375,29,In Transit
DLA-ORD-100229,2023-10-02,1560-00-221-8740,Aircraft Fastener Set,345,13.34,4602.3,SUP-010,Mock Vendor A,SC-AIR,02,Medical-Depot,CON-4420,19,Delivered
DLA-ORD-100230,2026-01-05,4820-00-111-2222,Legacy Valve,23,566.03,13018.69,SUP-003,Mock Vendor Z,SC-GROUND,02,FOB-East,CON-3004,28,Delivered
DLA-ORD-100231,2025-01-05,8415-01-555-1020,Cold Weather Glove Liner,34,8.62,293.08,SUP-008,Atlas Defense Supply,SC-GROUND,03,Port-Hub,CON-6401,8,Delivered
DLA-ORD-100232,2023-06-19,5998-01-444-1122,Control Circuit Card,603,834.35,503113.05,SUP-008,Atlas Defense Supply,SC-GROUND,03,FOB-West,CON-1129,12,Delivered
DLA-ORD-100233,2025-10-11,1560-00-221-8740,Aircraft Fastener Set,587,15.74,9239.38,SUP-001,Mock Vendor X,SC-AIR,03,Port-Hub,CON-4420,13,In Transit
DLA-ORD-100234,2025-05-20,9150-01-123-4567,Turbine Oil,129,22.44,2894.76,SUP-008,Atlas Defense Supply,SC-GROUND,02,Aviation-Depot,CON-7781,9,Cancelled
DLA-ORD-100235,2023-08-29,2990-00-832-1190,Fuel Pump Module,819,349.94,286600.86,SUP-002,Mock Vendor Y,SC-GROUND,04,Medical-Depot,CON-2375,14,Delivered
DLA-ORD-100236,2023-05-02,8415-01-555-1020,Cold Weather Glove Liner,608,8.06,4900.48,SUP-004,Patriot Supply Co,SC-SEA,03,FOB-West,CON-6401,20,Delayed
DLA-ORD-100237,2025-11-19,1560-00-221-8740,Aircraft Fastener Set,720,16.98,12225.6,SUP-005,Liberty Industrial,SC-EXPEDITE,04,OCONUS-Base,CON-4420,20,In Transit
DLA-ORD-100238,2024-10-21,8415-01-555-1020,Cold Weather Glove Liner,873,7.82,6826.86,SUP-003,Mock Vendor Z,SC-AIR,03,FOB-East,CON-6401,18,Delivered
DLA-ORD-100239,2023-07-10,1560-00-221-8740,Aircraft Fastener Set,437,14.83,6480.71,SUP-007,Blue Ridge Components,SC-GROUND,05,FOB-West,CON-4420,15,Delivered
DLA-ORD-100240,2025-01-03,5320-00-987-6543,Rivet Assembly,895,0.87,778.65,SUP-008,Atlas Defense Supply,SC-GROUND,02,OCONUS-Base,CON-8892,14,In Transit
DLA-ORD-100241,2026-03-29,2990-00-832-1190,Fuel Pump Module,158,400.14,63222.12,SUP-005,Liberty Industrial,SC-AIR,03,Medical-Depot,CON-2375,10,Delivered
DLA-ORD-100242,2023-11-20,2990-00-832-1190,Fuel Pump Module,476,332.9,158460.4,SUP-001,Mock Vendor X,SC-EXPEDITE,03,Medical-Depot,CON-2375,10,Delayed
DLA-ORD-100243,2024-07-15,1560-00-221-8740,Aircraft Fastener Set,120,15.85,1902.0,SUP-001,Mock Vendor X,SC-EXPEDITE,03,Medical-Depot,CON-4420,14,Delivered
DLA-ORD-100244,2023-01-03,6515-01-700-2201,Field Medical Kit,243,42.74,10385.82,SUP-002,Mock Vendor Y,SC-SEA,02,Medical-Depot,CON-9510,21,Delivered
DLA-ORD-100245,2025-05-14,9150-01-123-4567,Turbine Oil,735,19.95,14663.25,SUP-002,Mock Vendor Y,SC-EXPEDITE,03,Medical-Depot,CON-7781,18,Delivered
DLA-ORD-100246,2023-09-30,1560-00-221-8740,Aircraft Fastener Set,681,15.82,10773.42,SUP-001,Mock Vendor X,SC-GROUND,03,CONUS-Depot,CON-4420,10,Delivered
DLA-ORD-100247,2023-11-07,8415-01-555-1020,Cold Weather Glove Liner,446,8.12,3621.52,SUP-004,Patriot Supply Co,SC-GROUND,02,CONUS-Depot,CON-6401,16,Delivered
DLA-ORD-100248,2024-05-22,4710-01-333-9090,Hydraulic Tube Assembly,308,188.52,58064.16,SUP-006,Eagle Federal Logistics,SC-SEA,04,Medical-Depot,CON-3371,29,Delivered
DLA-ORD-100249,2025-11-09,9150-01-123-4567,Turbine Oil,218,21.63,4715.34,SUP-005,Liberty Industrial,SC-AIR,01,Aviation-Depot,CON-7781,14,Delivered
DLA-ORD-100250,2023-01-25,2990-00-832-1190,Fuel Pump Module,394,366.79,144515.26,SUP-002,Mock Vendor Y,SC-GROUND,05,Port-Hub,CON-2375,16,Delivered
